Daytime/evening attendance,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,0,0,1,1,1,20,6,6,12,6,6,12.5,Enrolled
1,0,0,1,1,0,22,0,0,0,0,0,0,Dropout
1,0,0,1,1,1,19,6,6,11,6,5,12.2,Dropout
0,0,0,1,1,0,32,5,4,10.75,5,4,11.33333333,Dropout
1,0,0,1,1,0,57,6,5,14.2,6,6,14.16666667,Graduate
1,0,0,0,1,0,20,7,4,12.6,7,4,11.575,Dropout
0,0,0,0,1,0,38,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,45,5,5,14,5,5,14.16666667,Graduate
1,0,1,0,1,0,43,6,2,10,6,4,12.25,Dropout
1,0,0,1,1,0,19,6,6,13.83333333,6,6,13.125,Graduate
0,0,0,0,1,0,49,5,2,11,5,1,11,Dropout
1,0,0,1,1,0,43,8,7,11.63571429,8,7,11.63571429,Enrolled
0,0,0,1,1,0,34,6,4,12.25,5,0,0,Dropout
1,0,1,1,1,0,18,5,4,12.5,5,5,11.28571429,Enrolled
0,0,0,1,1,0,43,5,5,13.8,5,5,13.66666667,Graduate
1,0,0,1,1,0,21,6,3,12,6,1,11,Dropout
0,0,0,1,1,0,40,5,3,11,5,4,12.5,Enrolled
1,0,0,1,1,1,19,6,4,13.75,6,6,11.55555556,Graduate
1,0,0,1,1,0,27,6,6,10.66666667,6,4,11.25,Enrolled
1,0,0,1,1,0,43,7,0,0,8,2,13.15,Dropout
0,0,0,1,1,0,31,5,5,13.83333333,5,5,15.4,Graduate
1,0,1,1,1,0,26,6,0,0,6,0,0,Enrolled
0,0,0,1,1,0,34,5,5,15.8,5,5,16.8,Graduate
1,0,0,1,1,0,30,14,12,12.52608696,14,12,12.52608696,Graduate
1,0,0,1,1,0,36,7,6,12.78333333,8,0,0,Dropout
0,0,1,0,1,0,46,5,0,0,5,1,10,Dropout
1,0,0,1,1,0,22,5,3,13,5,3,10.66666667,Graduate
1,0,0,1,1,0,27,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,5,5,10.8,5,3,12,Enrolled
1,0,0,1,1,0,20,5,5,11,5,3,10,Enrolled
1,0,1,0,1,0,31,4,0,0,5,0,0,Dropout
1,0,1,1,1,0,20,5,0,0,5,0,0,Enrolled
1,0,0,0,1,0,21,6,2,12,6,0,0,Dropout
1,0,0,1,1,0,21,5,4,10.75,5,2,11,Dropout
1,0,0,1,1,0,19,5,5,11.6,5,4,13.5,Graduate
1,0,0,1,1,1,20,5,5,11.8,5,4,11.6,Graduate
1,0,0,1,1,0,18,6,6,16,6,6,15.16666667,Graduate
1,0,0,1,1,1,18,6,6,12.66666667,6,6,11.5,Graduate
1,0,1,1,1,0,30,7,4,14.4,7,6,13.5,Enrolled
1,0,1,0,1,0,34,6,0,0,6,0,0,Dropout
1,0,1,0,1,0,21,6,4,12.25,6,4,13.4,Enrolled
1,0,0,1,1,0,20,7,5,12.6,9,8,12.75,Dropout
1,0,0,1,1,0,18,8,7,13.4,8,7,13.4,Graduate
1,0,1,1,1,0,21,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,26,6,1,10,6,0,0,Dropout
1,0,1,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,25,6,3,11.25,6,4,11.2,Dropout
1,0,0,1,1,0,19,5,0,0,5,0,0,Enrolled
1,0,0,1,1,0,24,5,3,10.66666667,5,1,14,Dropout
1,0,0,1,1,0,20,5,4,11.75,5,5,13.4,Graduate
1,0,0,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,18,6,6,12.66666667,6,6,14.125,Graduate
1,0,0,1,0,0,25,7,7,11.95,8,7,12.04285714,Enrolled
1,0,0,1,0,0,22,6,5,14,6,6,15.66666667,Graduate
0,0,0,0,0,0,41,6,0,0,6,0,0,Dropout
1,0,1,1,0,1,19,5,2,11.5,5,0,0,Dropout
1,0,0,1,0,0,21,6,6,12,6,5,12.8,Graduate
1,0,1,1,0,0,30,6,6,16.42857143,6,6,16.66666667,Dropout
1,0,0,1,0,1,21,7,5,13.336,8,7,13.20714286,Graduate
1,0,0,1,0,1,26,7,0,0,8,0,0,Enrolled
1,0,0,1,0,0,21,7,7,14.66666667,6,6,14,Graduate
1,0,0,1,0,0,18,8,7,14.11571429,8,7,14.11571429,Graduate
1,0,0,1,0,1,19,6,6,14.85714286,6,6,13.11111111,Graduate
1,0,0,1,0,1,18,6,6,13.83333333,6,6,13.71428571,Graduate
1,0,0,1,0,0,19,5,3,11,5,4,11.75,Enrolled
1,0,0,1,0,0,21,6,4,11.75,6,3,13.66666667,Enrolled
1,0,0,1,0,1,18,5,2,10,5,2,12,Dropout
1,0,0,1,0,1,24,8,6,12.415,8,6,12.415,Graduate
1,0,0,1,0,0,21,5,1,11,5,2,10.5,Enrolled
1,0,0,1,0,0,23,6,5,14.42857143,6,6,13.42857143,Graduate
1,0,0,1,0,1,18,8,7,14.31285714,8,7,14.31285714,Graduate
1,0,0,0,0,0,26,6,6,15.42857143,6,5,14.5,Enrolled
1,0,0,1,0,0,20,5,4,12,5,5,13.4,Graduate
1,0,0,1,0,0,18,6,6,13.83333333,6,6,13.71428571,Graduate
1,0,0,1,0,0,20,6,6,12.16666667,6,6,12.14285714,Graduate
1,0,0,1,0,0,20,8,7,14.01428571,8,7,14.01428571,Enrolled
1,1,0,1,0,0,18,6,2,10.33333333,6,3,13.33333333,Enrolled
1,0,0,1,0,1,22,6,5,13.2,6,5,13.6,Graduate
1,0,1,1,0,0,20,7,6,15.4,7,6,15.4,Graduate
1,0,0,1,0,1,19,7,7,13.38571429,8,8,15.925,Graduate
1,0,1,1,0,0,18,6,6,10.85714286,6,4,11,Dropout
1,0,0,1,0,0,18,5,5,11.33333333,5,5,12,Graduate
1,0,0,1,0,1,19,5,4,14.5,5,5,13.6,Graduate
1,0,0,1,0,1,19,6,6,14.16666667,6,6,12.375,Graduate
0,0,0,1,0,0,24,6,6,12.83333333,6,6,12,Graduate
1,0,0,1,0,0,21,6,6,13.33333333,6,6,14.5,Graduate
1,0,0,1,0,1,20,6,6,13.66666667,6,6,14.57142857,Graduate
1,0,1,0,0,1,28,6,6,10.83333333,6,5,11,Dropout
1,0,0,1,0,0,21,6,6,13.42857143,6,6,13.14285714,Graduate
1,0,1,1,1,0,20,7,7,12.40142857,8,6,11.80833333,Enrolled
1,0,0,0,1,0,36,6,0,0,6,0,0,Dropout
0,0,0,0,1,0,42,4,0,0,5,0,0,Dropout
0,0,0,1,1,0,47,5,4,11.5,5,5,11.6,Dropout
1,0,0,0,1,0,25,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,25,6,6,14.14285714,6,6,13.5,Graduate
0,0,0,1,1,0,48,6,0,0,5,0,0,Dropout
0,0,0,1,1,1,32,10,10,13.8,10,10,12.8,Graduate
0,0,0,1,1,0,38,10,10,13.6,10,5,13.6,Dropout
1,0,0,1,1,0,37,16,15,11.73333333,11,9,11.88888889,Graduate
1,0,0,0,1,0,26,5,1,10,5,1,10,Dropout
1,0,0,1,1,0,23,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,23,6,0,0,6,0,0,Enrolled
1,0,0,1,1,0,20,6,4,10.8,6,4,12,Enrolled
1,0,0,1,1,0,26,7,6,13.04666667,8,7,13.30625,Dropout
0,0,0,1,0,0,45,9,8,11,7,6,10.83333333,Enrolled
0,0,0,1,0,1,26,6,3,12.33333333,6,3,11.66666667,Enrolled
0,0,0,1,0,0,26,11,10,11.8,7,7,13.28571429,Graduate
0,0,0,1,0,0,25,5,3,11,5,3,11.25,Enrolled
1,0,0,1,0,0,18,8,8,13.11,8,8,13.11,Graduate
1,0,0,1,0,0,27,8,7,14.41428571,8,7,14.41428571,Graduate
0,0,0,0,0,0,24,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,20,5,5,12.33333333,5,5,12.2,Graduate
1,0,0,1,0,1,18,7,0,0,7,1,10,Dropout
1,0,0,1,0,1,18,7,7,14.1,8,8,13.3125,Graduate
1,0,0,1,0,0,18,8,8,13.045,8,8,13.045,Graduate
1,0,0,1,1,0,19,8,5,12.858,8,5,12.858,Enrolled
1,0,0,1,0,1,19,8,8,14.2525,8,8,14.2525,Graduate
1,0,0,1,0,1,19,7,5,14.06,7,7,11.24285714,Enrolled
1,0,0,1,0,0,18,8,7,15.07571429,8,7,15.07571429,Graduate
1,0,0,1,0,1,18,0,0,0,0,0,0,Enrolled
1,0,0,1,0,0,19,5,4,13.75,6,5,12.6,Enrolled
1,0,0,1,0,0,23,17,17,13.15,12,12,13.21428571,Graduate
1,0,0,1,0,1,21,6,5,12.33333333,6,5,11.8,Graduate
1,0,0,1,0,1,18,7,7,13.77857143,8,8,13.12222222,Graduate
1,0,1,0,0,0,20,6,3,10.33333333,6,1,11,Dropout
1,0,0,1,0,0,23,6,3,11.33333333,6,2,11,Enrolled
1,0,0,1,0,0,20,6,5,13.2,6,6,12.66666667,Enrolled
1,0,0,1,0,1,18,6,6,13.57142857,6,6,12.375,Graduate
0,0,0,1,0,0,29,11,11,12.75,7,7,13.42857143,Graduate
1,0,0,1,1,0,28,6,3,13,6,1,12,Dropout
1,0,0,1,1,0,19,5,3,11.33333333,5,4,11,Enrolled
1,0,1,0,1,0,24,6,0,0,6,0,0,Dropout
1,0,1,1,1,1,33,0,0,0,0,0,0,Dropout
1,0,0,0,1,0,19,5,2,12.5,5,1,11,Dropout
1,0,0,1,1,0,19,6,6,14.85714286,6,6,14.14285714,Graduate
0,0,0,1,1,0,37,9,8,12,7,7,11.57142857,Graduate
1,0,1,0,1,1,18,0,0,0,0,0,0,Graduate
0,0,0,1,1,0,29,5,0,0,5,0,0,Enrolled
1,0,0,1,1,0,37,7,7,12.82857143,8,8,12.6875,Graduate
1,0,0,1,1,0,36,7,0,0,8,0,0,Dropout
1,0,0,1,1,0,19,6,6,13.33333333,6,5,14,Graduate
1,0,0,1,1,1,33,14,14,13.07285714,14,14,13.07285714,Graduate
1,0,0,0,1,0,34,7,5,12,7,3,11,Dropout
1,0,0,1,0,0,18,6,6,15.5,6,6,16,Graduate
1,0,0,1,0,0,20,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,19,6,6,14.71428571,6,6,15.16666667,Graduate
1,0,0,1,0,0,20,6,6,16.71428571,6,6,15.33333333,Graduate
1,0,0,1,0,1,19,6,6,10.85714286,6,6,11.66666667,Graduate
1,0,0,1,0,0,19,7,6,11.65833333,8,6,12.41666667,Graduate
1,0,0,1,0,1,22,6,5,11.6,6,6,12,Graduate
1,0,0,1,0,0,18,6,6,14.625,6,6,14.14285714,Enrolled
1,0,0,1,0,1,18,6,6,12.16666667,6,6,12.66666667,Graduate
1,0,0,1,0,0,19,7,4,13.375,7,6,12.11666667,Enrolled
1,0,0,1,0,1,19,6,6,12.5,6,6,12.83333333,Graduate
1,0,1,0,0,0,31,7,5,12.56,7,5,12.56,Dropout
1,0,0,1,0,0,18,7,7,13.19,8,8,14.23125,Graduate
1,0,1,1,0,1,19,6,3,11,6,4,11.25,Graduate
1,0,0,1,0,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,0,1,19,6,5,11.6,6,6,11.71428571,Graduate
1,0,0,1,0,0,19,7,6,14.26666667,7,6,14.26666667,Graduate
1,0,0,1,0,1,19,5,4,11,5,4,13.85714286,Enrolled
0,0,0,1,0,0,30,10,9,12.66666667,7,7,12.42857143,Graduate
1,0,0,1,0,0,18,6,0,0,6,3,11,Enrolled
1,0,0,1,0,0,18,8,7,12.77142857,8,7,12.77142857,Graduate
1,0,0,1,0,0,21,5,0,0,5,0,0,Dropout
1,0,0,1,0,1,19,6,6,15.5,6,6,13.57142857,Graduate
1,0,0,1,0,1,19,6,6,13.28571429,6,5,14.6,Enrolled
1,0,0,1,0,0,19,7,5,11.71666667,7,5,13.7,Enrolled
1,0,0,1,0,0,19,6,6,11.33333333,6,4,13.75,Dropout
1,0,0,1,0,1,19,6,6,13.33333333,6,5,13.4,Graduate
0,0,0,1,0,1,39,5,4,12.33333333,5,2,10,Graduate
1,0,0,1,0,0,18,6,6,12.33333333,6,6,12.83333333,Enrolled
1,0,0,1,0,0,20,0,0,0,0,0,0,Dropout
1,0,0,1,0,0,19,5,5,12.6,5,4,11.6,Graduate
1,0,0,1,0,0,18,5,5,12.6,5,4,11,Enrolled
1,0,1,0,0,0,34,6,6,14.33333333,6,6,12.83333333,Enrolled
1,0,0,1,0,0,22,5,3,12,5,2,11,Enrolled
1,0,0,1,0,0,24,6,6,14.85714286,6,5,13.6,Graduate
1,0,0,1,0,0,34,15,12,11.91666667,13,11,13.18181818,Graduate
0,0,0,1,0,0,46,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,50,5,3,13.33333333,5,5,12.2,Enrolled
0,0,0,0,0,0,37,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,18,6,6,17,6,6,15.5,Graduate
1,0,0,1,0,1,25,6,3,11.66666667,6,2,11.33333333,Enrolled
1,0,0,1,0,0,46,19,19,12.21052632,13,13,11.38461538,Graduate
1,0,0,1,0,1,30,6,6,13,6,5,12.85714286,Graduate
0,0,1,0,0,0,37,5,0,0,5,0,0,Dropout
0,0,0,1,0,0,50,5,2,10.5,5,3,11,Enrolled
1,0,0,1,0,0,20,6,6,13.57142857,6,6,12.71428571,Graduate
1,0,0,1,0,0,39,3,1,14,2,0,0,Dropout
1,0,0,0,0,0,53,5,0,0,4,0,0,Dropout
1,0,0,1,0,0,54,15,13,12.46153846,13,10,11.1,Dropout
1,0,0,1,0,0,19,6,4,14.4,6,5,13,Graduate
1,0,0,0,0,0,20,6,0,0,6,0,0,Dropout
1,0,1,1,0,0,18,6,6,14.33333333,6,6,14.16666667,Graduate
1,0,1,1,0,0,21,13,11,11.90909091,11,11,10.72727273,Graduate
1,0,0,1,0,0,18,6,6,13.71428571,6,6,14.375,Graduate
1,0,1,1,0,0,19,7,0,0,8,0,0,Dropout
1,0,0,1,0,1,18,7,5,13.46,7,7,12.2375,Dropout
1,0,0,1,0,0,19,6,6,15,6,6,13.33333333,Graduate
1,0,0,1,0,1,18,0,0,0,0,0,0,Dropout
1,0,0,1,0,0,19,6,5,13.4,6,5,12.8,Graduate
0,0,0,1,0,0,48,6,5,13,6,4,12.5,Enrolled
1,0,1,1,0,0,34,6,4,11.25,6,4,13.75,Graduate
1,0,0,1,0,0,18,5,5,12.6,5,5,11.6,Graduate
0,0,0,1,0,0,50,6,6,12.66666667,6,6,11.83333333,Graduate
1,0,1,1,0,0,41,21,21,12.33333333,19,19,12.10526316,Graduate
1,0,0,1,0,1,22,6,5,12,6,5,11,Dropout
1,0,0,1,0,0,43,5,5,16.4,5,5,16.6,Graduate
0,0,0,1,0,0,50,1,0,0,6,0,0,Dropout
1,0,0,1,0,0,60,6,6,12.75,6,4,14.75,Graduate
1,0,0,1,0,0,41,5,4,14.5,5,5,13,Enrolled
0,0,0,1,0,0,47,5,5,14.8,5,5,14.4,Graduate
1,0,0,1,0,0,22,17,17,10.36842105,17,17,11.5,Graduate
1,0,0,1,0,0,41,7,0,0,8,0,0,Dropout
0,0,0,1,0,0,28,10,6,10.66666667,10,9,11.33333333,Enrolled
1,0,0,1,0,0,32,15,13,12.69230769,15,13,12.38461538,Graduate
0,0,0,1,0,0,50,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,53,15,15,11.8,13,12,11.66666667,Enrolled
1,0,1,0,0,0,54,7,0,0,5,0,0,Dropout
0,0,0,1,0,0,49,6,5,12.33333333,6,4,11.5,Enrolled
1,0,0,1,0,0,34,12,11,13,13,8,11.875,Dropout
0,0,0,1,0,0,45,6,4,12.5,6,3,11.66666667,Dropout
0,0,0,1,0,1,47,6,5,12.2,6,4,11.25,Graduate
1,0,0,1,0,0,22,10,8,11,7,5,11.2,Enrolled
0,0,0,1,0,0,33,5,1,10,5,2,12,Dropout
0,0,0,1,0,1,43,6,6,12.33333333,6,6,11.5,Graduate
1,0,0,1,0,0,54,13,13,14.30769231,12,12,15.23076923,Graduate
0,0,0,1,0,0,39,11,11,14.45454545,8,8,13.5,Graduate
0,0,0,1,0,0,39,5,5,11,5,5,13.2,Graduate
1,0,0,1,0,1,18,6,6,13.14285714,6,6,12.83333333,Graduate
1,0,0,1,0,1,19,6,6,13.75,6,6,11.85714286,Graduate
1,0,0,1,0,1,18,6,6,14,6,5,13.8,Graduate
0,0,0,1,0,0,44,8,8,13.75,6,6,12.5,Graduate
0,0,0,1,0,0,27,5,0,0,5,0,0,Dropout
1,0,0,1,0,1,18,6,6,13.16666667,6,6,12.42857143,Graduate
0,0,0,1,0,0,45,12,9,12.44444444,7,6,12,Dropout
1,0,0,1,0,0,20,6,6,12.66666667,6,5,13,Graduate
0,0,0,1,0,0,40,6,6,11.33333333,6,6,10.5,Graduate
0,0,0,1,0,0,40,5,4,11.25,5,5,12,Enrolled
1,0,0,1,0,0,18,7,7,13.6125,8,8,14.575,Graduate
1,0,0,1,0,0,21,8,7,12.41428571,8,7,12.41428571,Graduate
1,0,0,1,0,0,20,0,0,0,0,0,0,Graduate
0,0,0,1,0,0,36,12,11,11.5,12,12,11.4375,Enrolled
0,0,0,1,0,0,27,5,0,0,6,0,0,Dropout
1,0,0,1,0,0,32,7,7,11,8,8,13.125,Graduate
1,0,0,1,0,1,18,6,6,14,6,6,13.5,Graduate
0,0,0,1,0,0,37,6,4,12,6,3,12,Dropout
1,0,0,1,0,0,19,6,6,12.5,6,6,12.5,Graduate
0,0,0,1,0,1,41,6,6,11.33333333,6,6,11.33333333,Graduate
1,0,0,1,0,1,18,7,6,14.06666667,7,6,14.06666667,Graduate
1,0,0,1,0,0,21,9,8,13.55555556,7,7,13.57142857,Graduate
1,0,1,0,0,0,23,6,5,11.6,6,4,12.25,Dropout
1,0,0,1,0,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,18,8,8,13.27625,8,8,13.27625,Graduate
1,0,0,1,0,0,21,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,19,6,6,14.375,6,6,14.75,Graduate
1,0,0,1,0,0,47,5,0,0,5,0,0,Dropout
0,0,0,1,0,1,48,6,6,10.66666667,6,5,11.8,Enrolled
0,0,0,1,0,0,39,13,12,13.41666667,10,10,14.5,Graduate
1,0,0,1,0,0,19,7,6,12.97166667,8,7,12.32142857,Graduate
0,0,0,1,0,0,38,15,14,10.92857143,14,12,11.83333333,Dropout
1,0,1,0,0,0,27,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,18,0,0,0,0,0,0,Graduate
0,0,0,1,0,0,34,6,4,13.25,6,0,0,Enrolled
1,0,0,1,0,0,48,6,6,11.33333333,6,5,12.4,Dropout
1,0,0,1,0,0,25,5,1,11,5,0,0,Dropout
1,0,0,1,0,1,32,8,7,12.75714286,8,7,12.75714286,Graduate
1,0,0,1,0,1,18,6,6,14.5,6,6,14.66666667,Graduate
0,0,1,1,0,0,20,6,6,13.83333333,6,6,14.57142857,Graduate
1,0,0,1,0,0,20,5,4,11.25,5,5,10.4,Graduate
1,0,0,1,0,0,20,0,0,0,0,0,0,Dropout
1,0,0,1,0,0,19,8,1,13.67,8,1,13.67,Enrolled
0,0,0,1,0,0,39,5,0,0,5,2,12.5,Dropout
1,0,1,1,0,0,29,5,1,13,5,0,0,Dropout
0,0,1,1,0,0,36,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,18,8,7,11.97142857,8,7,11.97142857,Graduate
0,0,0,1,0,0,51,6,0,0,6,0,0,Dropout
1,0,1,1,0,0,23,6,1,16,6,4,12.25,Dropout
1,0,0,1,0,0,21,6,0,0,6,0,0,Dropout
1,0,0,0,0,0,28,6,4,12.75,5,0,0,Dropout
0,0,0,1,0,0,34,5,4,11,5,4,10.75,Enrolled
0,0,0,1,0,0,41,2,0,0,6,0,0,Dropout
0,0,0,1,0,1,43,6,5,12.2,6,6,12.33333333,Graduate
1,0,0,1,0,0,28,7,7,12.42857143,8,8,12.3,Enrolled
1,0,0,1,0,1,19,12,12,14.5,11,11,13.58333333,Graduate
1,0,0,1,0,0,26,12,6,13,12,11,13.83333333,Graduate
1,0,0,1,0,0,18,7,7,11.71428571,8,8,12.75,Graduate
1,0,0,1,0,0,45,7,4,10.25,7,3,13,Dropout
1,0,0,1,0,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,20,6,6,12.375,6,6,13.14285714,Graduate
1,0,0,1,0,0,18,6,6,12.66666667,6,6,12,Graduate
1,0,0,1,0,0,27,6,3,10.5,6,1,12,Dropout
1,0,0,1,0,0,20,6,6,14.125,6,5,12.6,Graduate
1,0,0,1,0,0,18,6,6,14.66666667,6,6,13.83333333,Graduate
1,0,0,1,0,0,35,5,5,11.4,5,3,12.33333333,Enrolled
1,1,0,1,0,0,26,0,0,0,0,0,0,Dropout
1,0,0,1,0,1,39,6,6,14,6,5,14.8,Graduate
1,0,0,1,0,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,36,7,0,0,7,0,0,Dropout
0,0,0,1,0,0,38,11,11,12.63636364,8,8,11,Graduate
1,0,0,1,0,0,45,6,3,12.33333333,6,2,11,Dropout
1,0,0,1,0,0,62,6,6,15,6,6,12.83333333,Graduate
1,0,0,1,0,1,20,6,4,11.75,6,6,12.66666667,Graduate
1,0,0,1,0,0,18,8,7,14.13714286,8,7,14.13714286,Graduate
1,0,0,1,0,0,18,6,2,12,6,1,11,Dropout
0,0,0,1,0,0,23,5,5,10.8,5,4,11.5,Graduate
1,0,1,1,0,1,19,6,6,13.28571429,6,6,12.5,Dropout
1,0,1,1,0,1,19,5,5,13.6,5,5,12.6,Graduate
1,0,0,1,0,0,18,7,7,13.55,8,8,14.1875,Graduate
1,0,0,1,0,0,18,8,0,0,8,0,0,Enrolled
0,0,0,1,0,0,41,6,4,13.5,6,6,11.16666667,Graduate
1,0,0,1,0,1,51,6,5,11.6,6,5,14.2,Graduate
1,0,0,1,0,0,24,10,10,12.5,7,4,12.6,Graduate
0,0,0,1,0,0,25,5,1,11,5,2,12.66666667,Dropout
1,0,0,1,0,0,18,5,3,12,5,4,13,Enrolled
1,0,0,1,0,0,20,5,4,11.6,5,3,12.33333333,Graduate
1,1,0,1,0,0,19,0,0,0,0,0,0,Dropout
0,0,0,1,0,0,41,10,10,14.63636364,10,10,14.6,Graduate
1,0,0,1,0,1,19,6,6,13,6,6,12.16666667,Graduate
1,0,0,1,0,0,28,18,14,12.78571429,17,16,13.875,Dropout
1,0,0,1,0,0,21,6,6,14.5,6,5,12,Graduate
1,0,0,0,0,0,22,5,4,14.6,5,4,12.75,Dropout
1,0,0,0,0,0,18,6,6,12.5,6,6,12.16666667,Graduate
1,0,0,1,0,1,19,6,6,14,6,6,13.125,Graduate
1,0,0,1,0,1,19,7,7,13.80142857,8,8,14.575,Graduate
1,0,1,0,0,0,25,6,6,14.42857143,6,6,13.66666667,Graduate
1,0,0,1,0,1,18,7,6,14.35,7,6,14.35,Graduate
1,0,0,1,0,0,19,6,6,14.33333333,6,6,13.5,Graduate
1,0,0,1,0,0,20,6,4,12.25,6,4,11.5,Enrolled
0,0,0,1,0,0,46,6,6,13.33333333,6,6,11.83333333,Graduate
1,0,0,0,0,0,19,12,12,13,11,11,13.25,Graduate
1,0,0,1,0,0,18,6,4,11.75,6,5,11.2,Enrolled
1,0,0,1,0,1,18,6,6,14.5,6,4,13,Graduate
1,0,0,1,0,1,19,8,7,11.82,8,7,11.82,Graduate
1,0,0,1,0,0,20,6,0,0,6,0,0,Dropout
0,0,0,1,0,1,38,6,5,12.4,6,6,12.66666667,Graduate
1,0,0,1,0,0,18,6,6,12.57142857,6,6,11.85714286,Graduate
1,0,0,1,0,1,18,7,7,13.85714286,8,8,14.9,Graduate
1,0,0,1,0,0,18,6,5,11.83333333,6,5,13.8,Graduate
1,0,0,1,0,0,20,5,4,11,5,4,11.5,Enrolled
1,0,0,1,0,0,19,6,6,14.66666667,6,6,13.66666667,Graduate
0,0,0,0,0,0,37,4,0,0,5,0,0,Dropout
1,0,0,1,0,0,24,8,7,12.71428571,8,7,12.71428571,Enrolled
1,0,0,1,0,0,19,7,7,13.42222222,8,7,12.18888889,Graduate
1,0,0,1,0,1,19,6,6,14,6,5,12.2,Dropout
1,0,0,1,0,1,19,7,7,12.14285714,8,8,13.375,Dropout
1,0,1,1,0,1,18,5,5,12.8,5,5,13,Graduate
1,0,0,1,0,1,18,7,7,14.57285714,8,8,14.95555556,Graduate
1,0,0,1,0,0,18,5,4,11.25,5,4,11,Graduate
1,0,0,1,0,1,19,5,2,10,5,4,11.75,Enrolled
1,0,0,1,0,0,18,6,5,14.4,6,4,14.6,Dropout
1,0,0,1,0,0,20,7,7,12.98285714,8,8,14.4625,Graduate
1,0,0,1,0,0,20,6,6,15.75,6,6,13,Graduate
1,0,0,1,0,0,18,6,5,12.28571429,6,3,14,Dropout
1,0,0,1,0,0,20,7,6,13.755,8,7,13.57142857,Graduate
1,0,0,1,0,1,18,6,6,13.83333333,6,6,13.5,Graduate
1,0,0,1,0,0,19,7,0,0,8,0,0,Dropout
1,0,0,1,0,0,18,7,7,14.71111111,8,8,14.62777778,Graduate
1,0,0,1,0,0,20,11,11,14.61538462,9,9,13.7,Graduate
1,0,0,1,0,0,18,7,7,13.67714286,8,8,14.53333333,Graduate
1,0,0,1,0,1,19,5,5,13.16666667,5,5,12.8,Graduate
1,0,0,1,0,0,19,6,5,10.8,6,5,11.33333333,Graduate
1,0,0,1,0,0,19,5,3,12,5,5,12.83333333,Graduate
1,0,0,1,0,0,18,7,6,13.95833333,8,8,14.71875,Graduate
1,0,0,1,0,0,19,6,4,13,6,4,12.25,Dropout
1,0,0,1,0,1,24,0,0,0,0,0,0,Graduate
1,0,0,1,0,1,18,0,0,0,0,0,0,Graduate
1,0,0,1,0,1,18,8,7,14,8,7,14,Graduate
1,1,0,1,0,0,18,6,6,12.57142857,6,6,12.57142857,Enrolled
1,0,0,1,0,0,19,6,4,12,6,3,11.33333333,Dropout
0,0,0,1,0,1,35,8,8,13.625,7,7,14,Graduate
1,0,0,1,0,0,19,5,4,12.5,5,4,10,Graduate
1,0,0,1,0,0,28,15,14,12.42857143,14,11,11.90909091,Dropout
1,0,0,1,0,0,21,7,7,13.3875,8,8,15.9,Graduate
1,0,0,1,0,1,19,7,6,12.64833333,8,8,12.20555556,Graduate
1,0,0,1,0,0,19,6,6,14,6,6,13.33333333,Graduate
1,0,0,1,0,0,18,5,5,12.8,5,5,11.85714286,Graduate
1,0,0,1,0,0,18,6,6,11.33333333,6,6,10.83333333,Graduate
1,0,0,0,0,0,19,7,0,0,8,0,0,Dropout
1,0,0,1,0,1,20,6,6,14.16666667,6,6,13,Graduate
1,0,0,1,0,0,18,6,6,12.83333333,6,6,13.83333333,Graduate
1,0,1,0,0,0,19,7,4,12,7,6,11.83333333,Dropout
1,0,0,1,0,1,20,6,6,13,6,6,13.14285714,Dropout
1,0,0,1,0,0,18,7,6,13.39,8,7,12.75714286,Enrolled
1,0,0,0,0,0,18,6,6,12.33333333,6,5,13.6,Graduate
1,0,0,1,0,1,21,6,6,12.57142857,6,6,11.625,Graduate
1,0,0,1,0,1,19,6,6,12.33333333,6,6,12.83333333,Graduate
1,0,0,1,0,0,19,6,5,13,6,4,10.75,Graduate
1,0,0,1,0,0,19,5,3,12.33333333,5,4,10.25,Enrolled
1,0,0,1,0,0,18,6,6,13.16666667,6,5,14.2,Dropout
1,0,0,1,0,1,18,5,5,13.33333333,5,5,13.6,Graduate
1,0,0,1,0,0,18,5,4,13,5,5,13.14285714,Graduate
